pl_name,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,st_met,pl_eqt,origin
Kepler-2001 b,1.090011003,,,,,4838.0,0.758905,0.79,,,Exoplanet
Kepler-2001 c,14.092583189,0.1084,0.0,1.82,,5081.0,0.77,0.864,0.12,597.0,Exoplanet
Kepler-2001 c,14.09688902,,,,,4838.0,0.758905,0.79,,,Exoplanet
Kepler-2001 c,14.092583189,,,,,4838.0,0.758905,0.79,,,Exoplanet
Kepler-2001 c,14.0926796,0.1085,0.0,1.82,,5093.0,0.784,0.856,0.12,604.0,Exoplanet
Kepler-2001 c,14.09449959,,,4.07999992,,5081.0,0.77,0.864,0.12,,Exoplanet
Kepler-2001 c,14.0926796,0.1085,0.0,1.82,,5093.0,0.784,0.856,0.12,604.0,Exoplanet
Kepler-2001 c,14.0926796,0.1085,0.0,1.82,,5093.0,0.784,0.856,0.12,604.0,Exoplanet
Kepler-2001 c,14.092768,0.104,0.0,1.83,,5013.0,0.69,0.764,,570.0,Exoplanet
Kepler-201 b,25.6721559,0.179,0.0,2.68,,6034.0,1.179,1.164,0.24,683.0,Exoplanet
Kepler-201 b,25.67212848,,,2.63,,6150.0,1.2,1.18,0.15,,Exoplanet
Kepler-201 b,25.67212848,0.1758,0.0,2.73,,6131.0,1.24,1.096,0.04,718.0,Exoplanet
Kepler-201 b,25.672083,0.175,,2.46,,6065.0,1.229,,,,Exoplanet
Kepler-201 b,25.67212848,0.1758,0.0,2.73,,6131.0,1.24,1.096,0.04,718.0,Exoplanet
Kepler-201 b,25.67209545,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-201 b,25.67212848,0.17574,,2.756,,6152.0,1.255,1.098,-0.03,,Exoplanet
Kepler-201 b,25.6721647678,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-201 b,25.6721559,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-201 b,25.6721,0.18,0.0,2.77,,6133.0,1.24,1.177,,710.0,Exoplanet
Kepler-201 b,,,,2.88,,6152.0,1.268,,,,Exoplanet
Kepler-201 b,25.67212848,0.1758,0.0,2.73,,6131.0,1.24,1.096,0.04,718.0,Exoplanet
Kepler-201 c,151.8861943,0.5752,0.0,2.31,,6131.0,1.24,1.096,0.04,397.0,Exoplanet
Kepler-201 c,151.88558569,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-201 c,,,,2.652,,6152.0,1.268,,,,Exoplanet
Kepler-201 c,151.8861943,0.57501,,2.339,,6152.0,1.255,1.098,-0.03,,Exoplanet
Kepler-201 c,151.8851881,0.5855,0.0,2.47,,6034.0,1.179,1.164,0.24,378.0,Exoplanet
Kepler-201 c,151.884058,0.573,,2.85,,6065.0,1.229,,,,Exoplanet
Kepler-201 c,151.8861943,0.5752,0.0,2.31,,6131.0,1.24,1.096,0.04,397.0,Exoplanet
Kepler-201 c,151.8861943,0.5752,0.0,2.31,,6131.0,1.24,1.096,0.04,397.0,Exoplanet
Kepler-201 c,151.8851881,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-201 c,151.8861943,,,2.23,,6150.0,1.2,1.18,0.15,,Exoplanet
Kepler-201 c,151.886,0.588,0.0,2.55,,6133.0,1.24,1.177,,393.0,Exoplanet
Kepler-201 c,151.884542626,,,,,6240.51,1.27729,1.209,-0.0442,,Exoplanet
Kepler-202 b,4.069427,0.045,,1.63,,4668.0,0.667,,,,Exoplanet
Kepler-202 b,4.06942539,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 b,4.069425638,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 b,4.069428401,0.04428,,1.815,,4762.0,0.683,0.698,-0.21,,Exoplanet
Kepler-202 b,4.069402,0.044,0.0,1.61,,4763.0,0.659,0.683,,813.0,Exoplanet
Kepler-202 b,4.069425638,0.0449,0.0,1.53,,4671.0,0.68,0.75,0.0,802.0,Exoplanet
Kepler-202 b,4.069428401,0.0455,0.0,1.91,,4806.0,0.72,0.758,0.0,843.0,Exoplanet
Kepler-202 b,4.069428401,0.0455,0.0,1.91,,4806.0,0.72,0.758,0.0,843.0,Exoplanet
Kepler-202 b,4.069428401,,,1.9,,4791.0,0.73,0.78,0.01,,Exoplanet
Kepler-202 b,,,,1.552,,4762.0,0.688,,,,Exoplanet
Kepler-202 b,4.069428401,0.0455,0.0,1.91,,4806.0,0.72,0.758,0.0,843.0,Exoplanet
Kepler-202 b,4.0694271196,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 c,16.28248353,0.1147,0.0,2.04,,4806.0,0.72,0.758,0.0,531.0,Exoplanet
Kepler-202 c,16.28248353,0.1147,0.0,2.04,,4806.0,0.72,0.758,0.0,531.0,Exoplanet
Kepler-202 c,16.28248353,0.1147,0.0,2.04,,4806.0,0.72,0.758,0.0,531.0,Exoplanet
Kepler-202 c,16.282493,0.113,,1.85,,4668.0,0.667,,,,Exoplanet
Kepler-202 c,16.28248353,0.11161,,1.934,,4762.0,0.683,0.698,-0.21,,Exoplanet
Kepler-202 c,16.28247625,0.1132,0.0,1.88,,4671.0,0.68,0.75,0.0,505.0,Exoplanet
Kepler-202 c,,,,1.906,,4762.0,0.688,,,,Exoplanet
Kepler-202 c,16.28249175,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 c,16.28247625,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 c,16.2824910032,,,,,4603.51,0.754033,0.729,-0.2635,,Exoplanet
Kepler-202 c,16.28248353,,,2.06,,4791.0,0.73,0.78,0.01,,Exoplanet
Kepler-202 c,16.28247,0.111,0.0,2.05,,4763.0,0.659,0.683,,512.0,Exoplanet
Kepler-203 b,3.1626945813,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 b,3.162692075,0.0418,0.0,2.61,,5821.0,1.085,0.972,-0.02,1308.0,Exoplanet
Kepler-203 b,3.162692075,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 b,3.1626947,0.042,0.0,2.1,,5924.0,0.91,1.01,,1217.0,Exoplanet
Kepler-203 b,3.16268993,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 b,3.162691238,,,2.48,,5794.0,1.03,1.0,-0.01,,Exoplanet
Kepler-203 b,3.162691238,0.0424,0.0,2.29,,5949.0,0.937,1.013,-0.1,1234.0,Exoplanet
Kepler-203 b,,,,2.508,,5887.0,1.041,,,,Exoplanet
Kepler-203 b,3.162697,0.043,,2.57,,5821.0,1.114,,,,Exoplanet
Kepler-203 b,3.162691238,0.04302,,2.517,,5887.0,1.029,1.06,0.08,,Exoplanet
Kepler-203 b,3.162691238,0.0424,0.0,2.29,,5949.0,0.937,1.013,-0.1,1234.0,Exoplanet
Kepler-203 b,3.162691238,0.0424,0.0,2.29,,5949.0,0.937,1.013,-0.1,1234.0,Exoplanet
Kepler-203 c,5.370645868,,,2.37,,5794.0,1.03,1.0,-0.01,,Exoplanet
Kepler-203 c,5.370639542,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 c,5.370645868,0.0603,0.0,2.14,,5949.0,0.937,1.013,-0.1,1034.0,Exoplanet
Kepler-203 c,5.370645868,0.0603,0.0,2.14,,5949.0,0.937,1.013,-0.1,1034.0,Exoplanet
Kepler-203 c,,,,2.441,,5887.0,1.041,,,,Exoplanet
Kepler-203 c,5.370639542,0.0595,0.0,2.54,,5821.0,1.085,0.972,-0.02,1096.0,Exoplanet
Kepler-203 c,5.370639,0.06,0.0,2.1,,5924.0,0.91,1.01,,1018.0,Exoplanet
Kepler-203 c,5.3706385514,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 c,5.370645868,0.0603,0.0,2.14,,5949.0,0.937,1.013,-0.1,1034.0,Exoplanet
Kepler-203 c,5.371,,,2.09,749.9,,0.937,1.01,,,Exoplanet
Kepler-203 c,5.370647,0.061,,2.47,,5821.0,1.114,,,,Exoplanet
Kepler-203 c,5.3706416,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 c,5.370645868,0.06123,,2.346,,5887.0,1.029,1.06,0.08,,Exoplanet
Kepler-203 d,11.32975018,,,1.34,,5794.0,1.03,1.0,-0.01,,Exoplanet
Kepler-203 d,11.32977062,0.0979,0.0,1.37,,5821.0,1.085,0.972,-0.02,855.0,Exoplanet
Kepler-203 d,11.32975018,0.0992,0.0,1.27,,5949.0,0.937,1.013,-0.1,806.0,Exoplanet
Kepler-203 d,11.3295929007,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 d,,,,1.317,,5887.0,1.041,,,,Exoplanet
Kepler-203 d,11.32967235,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-203 d,11.32975018,0.10072,,1.396,,5887.0,1.029,1.06,0.08,,Exoplanet
Kepler-203 d,11.32975018,0.0992,0.0,1.27,,5949.0,0.937,1.013,-0.1,806.0,Exoplanet
Kepler-203 d,11.32984,0.099,0.0,1.18,,5924.0,0.91,1.01,,793.0,Exoplanet
Kepler-203 d,11.32972,0.1,,1.44,,5821.0,1.114,,,,Exoplanet
Kepler-203 d,11.33,,,1.22,33.9,,0.937,1.01,,,Exoplanet
Kepler-203 d,11.32975018,0.0992,0.0,1.27,,5949.0,0.937,1.013,-0.1,806.0,Exoplanet
Kepler-203 d,11.32977062,,,,,5871.24,1.07657,1.06,0.0481,,Exoplanet
Kepler-204 b,14.40094471,0.1156,0.0,2.23,,6095.0,1.038,0.992,-0.22,806.0,Exoplanet
Kepler-204 b,14.40094968,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 b,14.40090414,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 b,14.4009257566,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 b,14.400974,0.117,,2.53,,5812.0,1.238,,,,Exoplanet
Kepler-204 b,14.40090414,0.1149,0.0,2.71,,5815.0,1.198,0.976,-0.02,828.0,Exoplanet
Kepler-204 b,,,,2.241,,5877.0,0.991,,,,Exoplanet
Kepler-204 b,14.40094471,0.1156,0.0,2.23,,6095.0,1.038,0.992,-0.22,806.0,Exoplanet
Kepler-204 b,14.401041,0.118,0.0,2.2,,6098.0,1.07,1.05,,810.0,Exoplanet
Kepler-204 b,14.40094471,,,2.43,,5865.0,1.11,1.03,0.01,,Exoplanet
Kepler-204 b,14.40094471,0.1156,0.0,2.23,,6095.0,1.038,0.992,-0.22,806.0,Exoplanet
Kepler-204 b,14.40094471,0.11734,,2.095,,5877.0,0.975,1.038,0.07,,Exoplanet
Kepler-204 c,25.6613816,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 c,25.661658,0.17247,,1.28,,5877.0,0.975,1.038,0.07,,Exoplanet
Kepler-204 c,25.661658,0.1699,0.0,1.36,,6095.0,1.038,0.992,-0.22,665.0,Exoplanet
Kepler-204 c,25.6613612646,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 c,25.6613816,0.1689,0.0,1.78,,5815.0,1.198,0.976,-0.02,683.0,Exoplanet
Kepler-204 c,25.661658,0.1699,0.0,1.36,,6095.0,1.038,0.992,-0.22,665.0,Exoplanet
Kepler-204 c,25.66180924,,,,,5799.0,1.0253,1.04,,,Exoplanet
Kepler-204 c,25.661658,,,1.45,,5865.0,1.11,1.03,0.01,,Exoplanet
Kepler-204 c,,,,1.474,,5877.0,0.991,,,,Exoplanet
Kepler-204 c,25.6595,0.173,0.0,1.47,,6098.0,1.07,1.05,,669.0,Exoplanet
Kepler-204 c,25.661658,0.1699,0.0,1.36,,6095.0,1.038,0.992,-0.22,665.0,Exoplanet
Kepler-204 c,25.660593,0.173,,1.79,,5812.0,1.238,,,,Exoplanet
Kepler-205 b,2.755638882,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-205 b,2.755637103,,,1.39,,4255.0,0.58,0.6,-0.32,,Exoplanet
Kepler-205 b,,,,1.577,,4121.0,0.635,,,,Exoplanet
Kepler-205 b,2.75560188,0.03068,,1.32,,3834.0,0.48,0.51,-0.25,672.0,Exoplanet
Kepler-205 b,2.755637216,0.0319,0.0,1.37,,4121.0,0.553,0.57,-0.34,757.0,Exoplanet
Kepler-205 b,,,,1.649,,4121.0,0.622,0.659,,,Exoplanet
Kepler-205 b,2.7556281,0.032,0.0,1.49,,4303.0,0.562,0.592,,795.0,Exoplanet
Kepler-205 b,2.755637103,0.0307,0.0,1.17,,3834.0,0.48,0.51,-0.25,669.0,Exoplanet
Kepler-205 b,2.755637103,0.0307,0.0,1.17,,3834.0,0.48,0.51,-0.25,669.0,Exoplanet
Kepler-205 b,2.755637103,0.0307,0.0,1.17,,3834.0,0.48,0.51,-0.25,669.0,Exoplanet
Kepler-205 b,2.755637216,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-205 b,2.75564,0.032,,1.51,,4321.0,0.546,,,,Exoplanet
Kepler-205 b,2.75563813,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-205 c,20.306546,0.122,,1.64,,4321.0,0.546,,,,Exoplanet
Kepler-205 c,20.30655662,0.1164,0.0,1.29,,3834.0,0.48,0.51,-0.25,343.0,Exoplanet
Kepler-205 c,,,,1.816,,4121.0,0.635,,,,Exoplanet
Kepler-205 c,20.30655662,,,1.58,,4255.0,0.58,0.6,-0.32,,Exoplanet
Kepler-205 c,20.30652862,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-205 c,,,,2.043,,4121.0,0.622,0.659,,,Exoplanet
Kepler-205 c,20.30707932,0.11617,,1.22,,3834.0,0.48,0.51,-0.25,345.0,Exoplanet
Kepler-205 c,20.30655662,0.1164,0.0,1.29,,3834.0,0.48,0.51,-0.25,343.0,Exoplanet
Kepler-205 c,20.30652965,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-205 c,20.306591,0.122,0.0,1.85,,4303.0,0.562,0.592,,407.0,Exoplanet
Kepler-205 c,20.30655662,0.1164,0.0,1.29,,3834.0,0.48,0.51,-0.25,343.0,Exoplanet
Kepler-205 c,20.30652862,0.1209,0.0,1.58,,4121.0,0.553,0.57,-0.34,389.0,Exoplanet
Kepler-205 c,20.3065126071,,,,,4281.6,0.604434,0.669,-0.1254,,Exoplanet
Kepler-206 b,7.78199862,0.0764,0.0,1.32,,5762.0,1.143,0.982,0.06,983.0,Exoplanet
Kepler-206 b,7.7822,0.077,0.0,1.29,,5986.0,1.27,1.021,,1071.0,Exoplanet
Kepler-206 b,7.78199862,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 b,7.78200916,,,1.22,,5853.0,1.12,1.05,0.08,,Exoplanet
Kepler-206 b,7.78200916,0.0765,0.0,1.11,,5762.0,1.06,0.981,0.06,946.0,Exoplanet
Kepler-206 b,7.781987,0.078,,1.2,,5764.0,1.185,,,,Exoplanet
Kepler-206 b,,,,1.263,,5691.0,1.092,,,,Exoplanet
Kepler-206 b,7.78200916,0.0765,0.0,1.11,,5762.0,1.06,0.981,0.06,946.0,Exoplanet
Kepler-206 b,7.781990719,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 b,7.78200916,0.07575,,1.123,,5691.0,1.078,0.957,0.06,,Exoplanet
Kepler-206 b,7.78200916,0.0765,0.0,1.11,,5762.0,1.06,0.981,0.06,946.0,Exoplanet
Kepler-206 c,13.13747785,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 c,13.13745719,,,1.71,,5853.0,1.12,1.05,0.08,,Exoplanet
Kepler-206 c,13.13745719,0.1084,0.0,1.57,,5762.0,1.06,0.981,0.06,795.0,Exoplanet
Kepler-206 c,13.13747785,0.1084,0.0,1.85,,5762.0,1.143,0.982,0.06,825.0,Exoplanet
Kepler-206 c,13.13746337,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 c,13.13745719,0.10742,,1.596,,5691.0,1.078,0.957,0.06,,Exoplanet
Kepler-206 c,,,,1.766,,5691.0,1.092,,,,Exoplanet
Kepler-206 c,13.137471,0.111,,1.77,,5764.0,1.185,,,,Exoplanet
Kepler-206 c,13.13742,0.11,0.0,1.98,,5986.0,1.27,1.021,,896.0,Exoplanet
Kepler-206 c,13.1373819647,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 c,13.13745719,0.1084,0.0,1.57,,5762.0,1.06,0.981,0.06,795.0,Exoplanet
Kepler-206 c,13.13745719,0.1084,0.0,1.57,,5762.0,1.06,0.981,0.06,795.0,Exoplanet
Kepler-206 d,,,,1.236,,5691.0,1.092,,,,Exoplanet
Kepler-206 d,23.4432353,,,0.98,,5853.0,1.12,1.05,0.08,,Exoplanet
Kepler-206 d,23.4424859478,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 d,23.4432353,0.1595,0.0,0.95,,5762.0,1.06,0.981,0.06,655.0,Exoplanet
Kepler-206 d,23.44287284,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-206 d,23.4433748,0.1594,0.0,1.29,,5762.0,1.143,0.982,0.06,681.0,Exoplanet
Kepler-206 d,23.4432353,0.1595,0.0,0.95,,5762.0,1.06,0.981,0.06,655.0,Exoplanet
Kepler-206 d,23.4432353,0.15804,,0.967,,5691.0,1.078,0.957,0.06,,Exoplanet
Kepler-206 d,23.4432353,0.1595,0.0,0.95,,5762.0,1.06,0.981,0.06,655.0,Exoplanet
Kepler-206 d,23.44194,0.161,0.0,1.3,,5986.0,1.27,1.021,,740.0,Exoplanet
Kepler-206 d,23.44281,0.163,,1.19,,5764.0,1.185,,,,Exoplanet
Kepler-206 d,23.4433748,,,,,5588.41,1.17453,0.99,0.0213,,Exoplanet
Kepler-207 b,,,,1.889,,5969.0,1.709,,,,Exoplanet
Kepler-207 b,1.611887177,0.0275,0.0,1.09,,6110.0,1.109,1.065,-0.02,1712.0,Exoplanet
Kepler-207 b,1.611881,0.027,0.0,1.17,,6080.0,1.1,1.04,,1709.0,Exoplanet
Kepler-207 b,1.611865,0.029,,1.57,,5920.0,1.588,,,,Exoplanet
Kepler-207 b,1.611887177,0.0275,0.0,1.09,,6110.0,1.109,1.065,-0.02,1712.0,Exoplanet
Kepler-207 b,1.61189046,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 b,1.611887177,0.02948,,1.641,,5969.0,1.674,1.313,0.29,,Exoplanet
Kepler-207 b,1.6118839738,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 b,1.611887177,,,1.45,,5989.0,1.49,1.2,0.18,,Exoplanet
Kepler-207 b,1.61189046,0.0285,0.0,1.72,,5918.0,1.555,1.181,0.21,1930.0,Exoplanet
Kepler-207 b,1.611887177,0.0275,0.0,1.09,,6110.0,1.109,1.065,-0.02,1712.0,Exoplanet
Kepler-207 c,3.071545396,0.0423,0.0,1.06,,6110.0,1.109,1.065,-0.02,1380.0,Exoplanet
Kepler-207 c,3.07155284,0.0437,0.0,1.65,,5918.0,1.555,1.181,0.21,1556.0,Exoplanet
Kepler-207 c,3.07155284,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 c,3.071563,0.042,0.0,1.11,,6080.0,1.1,1.04,,1371.0,Exoplanet
Kepler-207 c,,,,1.815,,5969.0,1.709,,,,Exoplanet
Kepler-207 c,3.071545396,0.0423,0.0,1.06,,6110.0,1.109,1.065,-0.02,1380.0,Exoplanet
Kepler-207 c,3.071571,0.044,,1.5,,5920.0,1.588,,,,Exoplanet
Kepler-207 c,3.071545396,,,1.46,,5989.0,1.49,1.2,0.18,,Exoplanet
Kepler-207 c,3.071545396,0.0423,0.0,1.06,,6110.0,1.109,1.065,-0.02,1380.0,Exoplanet
Kepler-207 c,3.071545396,0.04531,,1.604,,5969.0,1.674,1.313,0.29,,Exoplanet
Kepler-207 d,5.86806983,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 d,5.868068017,0.0651,0.0,2.31,,6110.0,1.109,1.065,-0.02,1112.0,Exoplanet
Kepler-207 d,5.868068017,,,3.09,,5989.0,1.49,1.2,0.18,,Exoplanet
Kepler-207 d,,,,3.96,,5969.0,1.709,,,,Exoplanet
Kepler-207 d,5.86805,0.065,0.0,2.5,,6080.0,1.1,1.04,,1102.0,Exoplanet
Kepler-207 d,5.868066282,0.0674,0.0,3.6,,5918.0,1.555,1.181,0.21,1254.0,Exoplanet
Kepler-207 d,5.8680702618,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 d,5.868068017,0.0651,0.0,2.31,,6110.0,1.109,1.065,-0.02,1112.0,Exoplanet
Kepler-207 d,5.868068017,0.06975,,3.495,,5969.0,1.674,1.313,0.29,,Exoplanet
Kepler-207 d,5.868066282,,,,,5966.0,1.73156,1.09,,,Exoplanet
Kepler-207 d,5.868068017,0.0651,0.0,2.31,,6110.0,1.109,1.065,-0.02,1112.0,Exoplanet
Kepler-207 d,5.868075,0.068,,3.31,,5920.0,1.588,,,,Exoplanet
Kepler-208 b,4.22864988,0.05256,,1.557,,6054.0,1.234,1.082,0.02,,Exoplanet
Kepler-208 b,4.2286488278,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 b,4.22864988,,,1.83,,5951.0,1.4,1.16,0.19,,Exoplanet
Kepler-208 b,4.22864988,0.0532,0.0,1.68,,6220.0,1.328,1.123,0.02,1371.0,Exoplanet
Kepler-208 b,4.22865217,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 b,,,,1.532,,6054.0,1.257,,,,Exoplanet
Kepler-208 b,4.22864988,0.0532,0.0,1.68,,6220.0,1.328,1.123,0.02,1371.0,Exoplanet
Kepler-208 b,4.22864988,0.0532,0.0,1.68,,6220.0,1.328,1.123,0.02,1371.0,Exoplanet
Kepler-208 b,4.22864,0.054,,1.63,,6092.0,1.314,,,,Exoplanet
Kepler-208 b,4.2286322,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 b,4.228677,0.051,0.0,1.43,,5845.0,0.972,0.963,,1126.0,Exoplanet
Kepler-208 b,4.22865217,0.0546,0.0,1.83,,5966.0,1.499,1.213,0.18,1379.0,Exoplanet
Kepler-208 c,7.46659864,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 c,7.46662197,0.0778,0.0,1.49,,6220.0,1.328,1.123,0.02,1134.0,Exoplanet
Kepler-208 c,7.4666694147,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 c,7.46662068,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 c,7.46662197,0.0778,0.0,1.49,,6220.0,1.328,1.123,0.02,1134.0,Exoplanet
Kepler-208 c,7.46662197,,,1.52,,5951.0,1.4,1.16,0.19,,Exoplanet
Kepler-208 c,7.46662068,0.0797,0.0,1.65,,5966.0,1.499,1.213,0.18,1141.0,Exoplanet
Kepler-208 c,7.466623,0.079,,1.39,,6092.0,1.314,,,,Exoplanet
Kepler-208 c,7.46662197,0.0778,0.0,1.49,,6220.0,1.328,1.123,0.02,1134.0,Exoplanet
Kepler-208 c,,,,1.384,,6054.0,1.257,,,,Exoplanet
Kepler-208 c,7.46662197,0.07678,,1.387,,6054.0,1.234,1.082,0.02,,Exoplanet
Kepler-208 c,7.466408,0.074,0.0,1.23,,5845.0,0.972,0.963,,934.0,Exoplanet
Kepler-208 d,11.131786,0.103,,1.2,,6092.0,1.314,,,,Exoplanet
Kepler-208 d,11.1317519,0.1015,0.0,1.29,,6220.0,1.328,1.123,0.02,992.0,Exoplanet
Kepler-208 d,11.13154,0.096,0.0,1.17,,5845.0,0.972,0.963,,820.0,Exoplanet
Kepler-208 d,11.1317901,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 d,11.1317519,,,1.37,,5951.0,1.4,1.16,0.19,,Exoplanet
Kepler-208 d,11.1317519,0.1015,0.0,1.29,,6220.0,1.328,1.123,0.02,992.0,Exoplanet
Kepler-208 d,11.1317519,0.1015,0.0,1.29,,6220.0,1.328,1.123,0.02,992.0,Exoplanet
Kepler-208 d,,,,1.237,,6054.0,1.257,,,,Exoplanet
Kepler-208 d,11.1317901,0.104,0.0,1.47,,5966.0,1.499,1.213,0.18,999.0,Exoplanet
Kepler-208 d,11.1317519,0.10019,,1.202,,6054.0,1.234,1.082,0.02,,Exoplanet
Kepler-208 d,11.131687608,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 e,16.25945734,0.1306,0.0,1.52,,6220.0,1.328,1.123,0.02,875.0,Exoplanet
Kepler-208 e,16.25945734,,,1.67,,5951.0,1.4,1.16,0.19,,Exoplanet
Kepler-208 e,16.25945734,0.12901,,1.415,,6054.0,1.234,1.082,0.02,,Exoplanet
Kepler-208 e,16.25951967,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 e,16.25934,0.124,0.0,1.45,,5845.0,0.972,0.963,,722.0,Exoplanet
Kepler-208 e,16.25951967,0.1339,0.0,1.72,,5966.0,1.499,1.213,0.18,880.0,Exoplanet
Kepler-208 e,16.2595097384,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 e,16.2596374,,,,,6000.9,1.32062,1.11,-0.0423,,Exoplanet
Kepler-208 e,16.259458,0.132,,1.48,,6092.0,1.314,,,,Exoplanet
Kepler-208 e,16.25945734,0.1306,0.0,1.52,,6220.0,1.328,1.123,0.02,875.0,Exoplanet
Kepler-208 e,16.25945734,0.1306,0.0,1.52,,6220.0,1.328,1.123,0.02,875.0,Exoplanet
Kepler-208 e,,,,1.444,,6054.0,1.257,,,,Exoplanet
Kepler-209 b,16.0878338671,,,,,5463.31,0.962384,0.96,0.11,,Exoplanet
Kepler-209 b,,,,2.537,,5564.0,0.908,,,,Exoplanet
Kepler-209 b,16.087836,0.122,0.0,3.32,,5524.0,1.0,0.931,,697.0,Exoplanet
Kepler-209 b,16.08786478,,,2.29,,5562.0,0.92,0.95,0.03,,Exoplanet
Kepler-209 b,16.08786246,0.1207,0.0,2.56,,5506.0,0.914,0.904,0.04,668.0,Exoplanet
Kepler-209 b,16.08786478,0.1194,0.0,2.6,,5514.0,1.043,0.876,0.02,719.0,Exoplanet
Kepler-209 b,16.08786478,0.1194,0.0,2.6,,5514.0,1.043,0.876,0.02,719.0,Exoplanet
Kepler-209 b,16.08786246,,,,,5463.31,0.962384,0.96,0.11,,Exoplanet
Kepler-209 b,16.08788093,,,,,5463.31,0.962384,0.96,0.11,,Exoplanet
Kepler-209 b,16.08786478,0.1194,0.0,2.6,,5514.0,1.043,0.876,0.02,719.0,Exoplanet
Kepler-209 b,16.087845,0.122,,2.26,,5513.0,0.935,,,,Exoplanet
Kepler-209 b,16.08786478,0.12357,,2.242,,5564.0,0.898,0.971,0.14,,Exoplanet
Kepler-209 c,41.74949827,0.2255,0.0,3.4,,5514.0,1.043,0.876,0.02,523.0,Exoplanet
Kepler-209 c,41.74949827,0.2255,0.0,3.4,,5514.0,1.043,0.876,0.02,523.0,Exoplanet
Kepler-209 c,,,,2.915,,5564.0,0.908,,,,Exoplanet
Kepler-209 c,41.74949827,,,2.99,,5562.0,0.92,0.95,0.03,,Exoplanet
Kepler-209 c,41.74945104,,,,,5463.31,0.962384,0.96,0.11,,Exoplanet
Kepler-209 c,41.7493481927,,,,,5463.31,0.962384,0.96,0.11,,Exoplanet
Kepler-209 c,41.74949827,0.23335,,2.93,,5564.0,0.898,0.971,0.14,,Exoplanet
