pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_eqt,st_teff,st_rad,st_mass,st_met,sy_dist
Kepler-153 b,Kepler-153,Transit,2014,18.87022157,,,,,,5289.0,0.712449,0.91,,459.368
Kepler-153 b,Kepler-153,Transit,2014,18.87021566,,,2.61,,,5259.0,0.8,0.83,-0.12,459.368
Kepler-153 c,Kepler-153,Transit,2014,,,,2.215,,,5178.0,0.737,,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025112,0.2337,0.0,2.5,,458.0,5402.0,0.865,0.774,-0.24,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025112,0.2337,0.0,2.5,,458.0,5402.0,0.865,0.774,-0.24,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025112,,,2.26,,,5259.0,0.8,0.83,-0.12,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025112,0.2337,0.0,2.5,,458.0,5402.0,0.865,0.774,-0.24,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025191064,,,,,,5289.0,0.712449,0.91,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.90191,0.238,0.0,2.8,,467.0,5416.0,0.91,0.82,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9025112,0.232,,2.109,,,5178.0,0.729,0.756,-0.27,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.90232,0.237,,2.53,,,5404.0,0.892,,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9026431,,,,,,5289.0,0.712449,0.91,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.90273122,,,,,,5289.0,0.712449,0.91,,459.368
Kepler-153 c,Kepler-153,Transit,2014,46.9026431,0.2337,0.0,2.6,,458.0,5402.0,0.865,0.774,-0.24,459.368
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,0.03553,,1.475,,,5371.0,0.797,0.891,0.07,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5903358426,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,,,,1.581,,,5371.0,0.807,,,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,0.0371,0.0,2.41,,1484.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,0.0371,0.0,2.41,,1484.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,0.0371,0.0,2.41,,1484.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5903958,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.59040738,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5904434,,,1.64,,,5477.0,0.88,0.92,0.03,489.876
Kepler-1530 b,Kepler-1530,Transit,2016,2.5903958,0.0371,0.0,2.55,,1484.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3235335,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,0.06,0.0,2.4,,1167.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,,,1.65,,,5477.0,0.88,0.92,0.03,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,,,,1.665,,,5371.0,0.807,,,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,0.06,0.0,2.4,,1167.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3236651575,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,0.06,0.0,2.4,,1167.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.32456633,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3235335,0.06,0.0,2.69,,1167.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 c,Kepler-1530,Transit,2016,5.3227406,0.05744,,1.468,,,5371.0,0.797,0.891,0.07,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2077989,0.08276,,3.002,,,5371.0,0.797,0.891,0.07,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.20809062,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.20761013,,,3.27870115,,,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2077989,0.0865,0.0,4.9,,972.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2075634,,,,,,5338.57,0.817288,0.92,0.085,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2075634,0.0865,0.0,5.5,,972.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2077989,0.0865,0.0,4.9,,972.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1530 d,Kepler-1530,Transit,2021,9.2077989,0.0865,0.0,4.9,,972.0,5678.0,1.303,1.015,0.2,489.876
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,0.0217,0.0,1.27,,2414.0,6522.0,1.528,1.046,-0.54,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,,,1.11,,,6260.0,1.27,1.16,-0.03,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,0.02204,,1.072,,,6184.0,1.285,1.101,-0.05,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138548215,,,,,,6216.0,1.22309,1.2,,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138548215,0.022,0.0,1.45,,2537.0,6520.0,1.713,1.094,-0.5,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.1385458901,,,,,,6216.0,1.22309,1.2,,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,0.0217,0.0,1.27,,2414.0,6522.0,1.528,1.046,-0.54,666.334
Kepler-1531 b,Kepler-1531,Transit,2016,1.138543376,0.0217,0.0,1.27,,2414.0,6522.0,1.528,1.046,-0.54,666.334
Kepler-1532 b,Kepler-1532,Transit,2016,1.093663559,0.0205,0.0,1.35,,1676.0,5835.0,0.869,0.963,-0.16,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.093663559,0.0205,0.0,1.35,,1676.0,5835.0,0.869,0.963,-0.16,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.0936662676,,,,,,5733.0,0.861608,1.02,,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,,,,1.234,,,5836.0,0.834,,,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.093665854,,,,,,5733.0,0.861608,1.02,,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.093665854,0.0206,0.0,1.29,,1681.0,5845.0,0.874,0.968,-0.16,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.093663559,,,1.35,,,5559.0,0.88,0.91,-0.1,798.246
Kepler-1532 b,Kepler-1532,Transit,2016,1.093663559,0.0205,0.0,1.35,,1676.0,5835.0,0.869,0.963,-0.16,798.246
Kepler-1533 b,Kepler-1533,Transit,2016,308.5471,0.93416,,3.931,,,6320.0,1.725,1.141,-0.22,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,,,,4.271,,,6320.0,1.759,,,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.544422,0.9625,0.0,3.28,,330.0,6325.0,1.349,1.252,0.14,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.5471,0.9191,0.0,2.36,,298.0,6363.0,1.035,1.083,-0.26,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.5471,,,3.46,,,6431.0,1.51,1.31,0.03,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.544422,,,,,,6473.13,1.70463,1.32,-0.211,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.554303275,,,,,,6473.13,1.70463,1.32,-0.211,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.5471,0.9191,0.0,2.36,,298.0,6363.0,1.035,1.083,-0.26,966.801
Kepler-1533 b,Kepler-1533,Transit,2016,308.5471,0.9191,0.0,2.36,,298.0,6363.0,1.035,1.083,-0.26,966.801
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668787,0.0599,0.0,1.92,,955.0,5638.0,0.883,0.875,-0.18,
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668872,,,1.89,,,5442.0,0.86,0.9,-0.01,
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668787,,,,,,,,,,
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668872,0.0599,0.0,1.95,,955.0,5638.0,0.883,0.875,-0.18,
Kepler-1534 b,Kepler-1534,Transit,2016,5.71668872,0.0599,0.0,1.95,,955.0,5638.0,0.883,0.875,-0.18,
Kepler-1534 b,Kepler-1534,Transit,2016,5.7166947563,,,,,,,,,,
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442797,,,,,,5878.0,1.16562,1.06,,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,,,2.55,,,6021.0,1.11,1.08,0.0,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,0.5125,0.0,1.97,,343.0,6049.0,0.845,0.928,-0.46,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.946372773,,,,,,5878.0,1.16562,1.06,,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,0.5125,0.0,1.97,,343.0,6049.0,0.845,0.928,-0.46,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,,,,2.628,,,6014.0,1.141,,,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.944022,,,,,,5878.0,1.16562,1.06,,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.9442,0.5125,0.0,1.97,,343.0,6049.0,0.845,0.928,-0.46,897.733
Kepler-1535 b,Kepler-1535,Transit,2016,138.944022,0.5329,0.0,2.57,,384.0,6014.0,1.115,1.044,0.0,897.733
Kepler-1536 b,Kepler-1536,Transit,2016,364.751562,,,,,,4233.97,0.721038,0.66,-0.131,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,,,,2.985,,,4377.0,0.651,,,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,364.758031,0.8507,0.0,2.98,,166.0,4386.0,0.63,0.616,-0.26,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,364.751562,0.8507,0.0,2.89,,166.0,4386.0,0.63,0.616,-0.26,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,364.758031,,,3.14,,,4434.0,0.67,0.71,0.05,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,364.758031,0.8507,0.0,2.98,,166.0,4386.0,0.63,0.616,-0.26,387.248
Kepler-1536 b,Kepler-1536,Transit,2016,364.758031,0.8507,0.0,2.98,,166.0,4386.0,0.63,0.616,-0.26,387.248
Kepler-1537 b,Kepler-1537,Transit,2016,1.4444546276,,,,,,4997.0,0.819392,0.83,,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.444453798,0.0245,0.0,2.2,,1800.0,5305.0,1.449,0.939,0.24,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.444453798,0.0245,0.0,2.2,,1800.0,5305.0,1.449,0.939,0.24,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.444453798,0.0245,0.0,2.2,,1800.0,5305.0,1.449,0.939,0.24,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.44445234,,,,,,4997.0,0.819392,0.83,,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.44445234,0.0245,0.0,2.03,,1800.0,5305.0,1.449,0.939,0.24,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,1.444453798,,,1.18,,,5079.0,0.77,0.81,-0.08,517.292
Kepler-1537 b,Kepler-1537,Transit,2016,,,,1.095,,,5287.0,0.781,,,517.292
Kepler-1538 b,Kepler-1538,Transit,2016,175.138819,0.6344,0.0,2.94,,361.0,6210.0,1.1,1.106,-0.02,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.137964564,,,,,,5795.0,0.899629,1.04,,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.138819,0.6344,0.0,2.94,,361.0,6210.0,1.1,1.106,-0.02,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.13892,0.6095,0.0,3.06,,346.0,5497.0,1.241,0.981,0.32,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,,,,2.339,,,5500.0,0.948,,,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.14020053,,,,,,5795.0,0.899629,1.04,,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.13892,,,,,,5795.0,0.899629,1.04,,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.138819,0.6344,0.0,2.94,,361.0,6210.0,1.1,1.106,-0.02,1125.3
Kepler-1538 b,Kepler-1538,Transit,2016,175.138819,,,2.82,,,5837.0,1.03,1.03,0.02,1125.3
Kepler-1539 b,Kepler-1539,Transit,2016,133.3036741,0.4777,0.0,2.71,,301.0,5269.0,0.801,0.816,-0.1,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.3036741,0.4777,0.0,2.71,,301.0,5269.0,0.801,0.816,-0.1,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.3036741,0.4777,0.0,2.71,,301.0,5269.0,0.801,0.816,-0.1,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,,,,2.412,,,5053.0,0.781,,,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.3036741,,,2.7,,,5176.0,0.8,0.84,-0.01,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.3034646,,,,,,5029.0,0.806594,0.84,,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.303807356,,,,,,5029.0,0.806594,0.84,,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.303247,0.4765,0.0,2.67,,301.0,5064.0,0.864,0.811,0.18,748.326
Kepler-1539 b,Kepler-1539,Transit,2016,133.303247,,,,,,5029.0,0.806594,0.84,,748.326
Kepler-154 b,Kepler-154,Transit,2014,33.0405046142,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 b,Kepler-154,Transit,2014,,,,2.605,,,5666.0,1.071,,,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405635,,,2.36,,,5769.0,0.98,0.98,-0.04,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405635,0.1957,0.0,1.97,,540.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.040532,0.198,,2.26,,,5690.0,1.001,,,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405509,0.1943,0.0,2.36,,561.0,5688.0,0.971,0.895,-0.12,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.04043258,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405635,0.19701,,2.488,,,5666.0,1.05,0.933,0.02,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405635,0.1957,0.0,1.97,,540.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405509,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 b,Kepler-154,Transit,2014,33.0405635,0.1957,0.0,1.97,,540.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3027873,,,3.22,,,5769.0,0.98,0.98,-0.04,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3027873,0.2987,0.0,2.73,,437.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3026877,0.2965,0.0,3.05,,454.0,5688.0,0.971,0.895,-0.12,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3027873,0.30072,,3.441,,,5666.0,1.05,0.933,0.02,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3027873,0.2987,0.0,2.73,,437.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 c,Kepler-154,Transit,2014,,,,3.358,,,5666.0,1.071,,,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3026877,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.3027873,0.2987,0.0,2.73,,437.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.303276,0.303,,2.95,,,5690.0,1.001,,,915.212
Kepler-154 c,Kepler-154,Transit,2014,62.30261745,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,0.1426,0.0,3.29,,633.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,0.14354,,4.146,,,5666.0,1.05,0.933,0.02,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,0.1426,0.0,3.29,,633.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.5498079,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.5498184,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 d,Kepler-154,Transit,2016,,,,4.451,,,5666.0,1.071,,,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,,,3.84,,,5769.0,0.98,0.98,-0.04,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.5498184,0.1415,0.0,4.04,,657.0,5688.0,0.971,0.895,-0.12,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.5497904408,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.54981883,0.1426,0.0,3.29,,633.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 d,Kepler-154,Transit,2016,20.549751,0.148,0.0,3.6,,663.0,5987.0,0.93,1.034,,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,0.04766,,1.632,,,5666.0,1.05,0.933,0.02,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276627,0.047,0.0,1.5,,1140.0,5688.0,0.971,0.895,-0.12,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,0.0474,0.0,1.29,,1097.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,0.0474,0.0,1.29,,1097.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 e,Kepler-154,Transit,2016,,,,1.652,,,5666.0,1.071,,,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276627,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,0.0474,0.0,1.29,,1097.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.93276465,,,1.5,,,5769.0,0.98,0.98,-0.04,915.212
Kepler-154 e,Kepler-154,Transit,2016,3.9327438571,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91935684,0.0878,0.0,1.26,,806.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91935684,0.0878,0.0,1.26,,806.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.9192379614,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91935684,0.08832,,1.591,,,5666.0,1.05,0.933,0.02,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91935684,,,1.5,,,5769.0,0.98,0.98,-0.04,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91937693,,,,,,5740.0,1.0506,1.03,,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91937693,0.0871,0.0,1.32,,838.0,5688.0,0.971,0.895,-0.12,915.212
Kepler-154 f,Kepler-154,Transit,2016,,,,1.453,,,5666.0,1.071,,,915.212
Kepler-154 f,Kepler-154,Transit,2016,9.91935684,0.0878,0.0,1.26,,806.0,5937.0,0.832,0.916,-0.4,915.212
Kepler-1540 b,Kepler-1540,Transit,2016,125.4131177,0.4198,0.0,2.3,,238.0,4366.0,0.639,0.628,-0.18,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.4131177,,,2.49,,,4540.0,0.69,0.74,0.1,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.4131177,0.4198,0.0,2.3,,238.0,4366.0,0.639,0.628,-0.18,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.41328124,,,,,,4323.0,0.695483,0.676,,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.4132302,,,,,,4323.0,0.695483,0.676,,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.4131177,0.4198,0.0,2.3,,238.0,4366.0,0.639,0.628,-0.18,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,125.4132302,0.4426,0.0,3.14,,266.0,4641.0,0.747,0.734,0.16,244.96
Kepler-1540 b,Kepler-1540,Transit,2016,,,,2.67,,,4625.0,0.636,,,244.96
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,0.0781,0.0,2.15,,1048.0,5365.0,1.533,0.899,-0.06,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40693068,0.0781,0.0,1.95,,1048.0,5365.0,1.533,0.899,-0.06,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,0.0781,0.0,2.15,,1048.0,5365.0,1.533,0.899,-0.06,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40699411,,,,,,5301.74,0.804783,0.91,-0.038,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40688262,,,,,,5301.74,0.804783,0.91,-0.038,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,,,1.16,,,5282.0,0.81,0.86,-0.04,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,,,,1.061,,,5210.0,0.834,,,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,0.07555,,1.166,,,5210.0,0.83,0.813,-0.07,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40693068,,,,,,5301.74,0.804783,0.91,-0.038,416.692
Kepler-1541 b,Kepler-1541,Transit,2016,8.40691199,0.0781,0.0,2.15,,1048.0,5365.0,1.533,0.899,-0.06,416.692
Kepler-1542 b,Kepler-1542,Transit,2016,3.9511863912,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,0.04765,,0.935,,,5545.0,1.174,0.923,0.07,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116635,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,0.0466,0.0,0.95,,1277.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,0.0466,0.0,0.95,,1277.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,,,,0.926,,,5545.0,1.184,,,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,0.0466,0.0,0.95,,1277.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116635,0.0479,0.0,0.83,,1160.0,5574.0,1.065,0.933,0.12,399.114
Kepler-1542 b,Kepler-1542,Transit,2016,3.95116882,,,0.76,,,5564.0,0.99,0.94,0.06,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.0387,,0.817,,,5545.0,1.174,0.923,0.07,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.0379,0.0,0.83,,1417.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.8922287112,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,,,,0.776,,,5545.0,1.184,,,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.0379,0.0,0.83,,1417.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223998,0.0389,0.0,0.7,,1287.0,5574.0,1.065,0.933,0.12,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,,,0.65,,,5564.0,0.99,0.94,0.06,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223021,0.0379,0.0,0.83,,1417.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 c,Kepler-1542,Transit,2016,2.89223998,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,,,0.87,,,5564.0,0.99,0.94,0.06,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273265,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.9921809271,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,,,,1.007,,,5545.0,1.184,,,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,0.0616,0.0,1.03,,1111.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,0.0616,0.0,1.03,,1111.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273738,0.0629,,1.019,,,5545.0,1.174,0.923,0.07,399.114
Kepler-1542 d,Kepler-1542,Transit,2016,5.99273265,0.0632,0.0,0.91,,1010.0,5574.0,1.065,0.933,0.12,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10110666,0.0567,0.0,0.85,,1065.0,5574.0,1.065,0.933,0.12,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10115756,0.0553,0.0,0.94,,1173.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.1011526855,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10115756,0.05649,,0.932,,,5545.0,1.174,0.923,0.07,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10115756,,,0.76,,,5564.0,0.99,0.94,0.06,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10115756,0.0553,0.0,0.94,,1173.0,5731.0,1.19,0.866,-0.24,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,,,,0.941,,,5545.0,1.184,,,399.114
Kepler-1542 e,Kepler-1542,Transit,2016,5.10110666,,,,,,5611.29,1.14724,0.99,0.081,399.114
Kepler-1543 b,Kepler-1543,Transit,2016,6.96710269,0.0804,0.0,2.22,,1214.0,6602.0,1.397,1.425,0.36,921.784
Kepler-1543 b,Kepler-1543,Transit,2016,6.96710269,0.0804,0.0,2.22,,1214.0,6602.0,1.397,1.425,0.36,921.784
Kepler-1543 b,Kepler-1543,Transit,2016,6.96710269,,,2.71,,,6561.0,1.65,1.39,0.07,921.784
Kepler-1543 b,Kepler-1543,Transit,2016,6.96704926,0.0867,0.0,6.14,,1774.0,6303.0,3.53,1.786,0.28,921.784
Kepler-1543 b,Kepler-1543,Transit,2016,6.96704926,,,,,,6620.14,1.33155,1.39,-0.1023,921.784
